Frame,X,Y,Z,QX,QY,QZ,QW,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
8.0,2.7232436656111525,-0.9390464207988056,0.8713380751287955,-0.060728905232942026,0.26179016938750055,0.5898282306885991,0.7614988940005292,-0.47346680396917695,0.006580685202378451,-0.02755946880491917,-0.02682461161285271,0.13998453359657928,-0.16945233089215345,-0.7765000632548488,-0.14306299876966105,0.04287319649646053,0.3352319108721203,-0.08861784341016284,0.007979939736265469,0.0018639737800117302,0.2703355366693977,0.27135656545765935,-0.2991270272661899,0.3271086119575841,-0.3673970369223797,1.2700792972946915,-0.053269832326613455,-0.12367320238899247,0.20917880221986757,-0.9742517681458288,-0.7365208558620958,0.8436918987029445,1.0329196516182457,-0.3430950773943155,0.10995922004474001,-0.15159141703872533
8.0,2.7232423130657044,-0.9390456018849,0.8713379533595211,-0.060733663958596154,0.26178925690955057,0.5898462145148046,0.761484898242549,-0.47348557468699903,0.006569997501867309,-0.02760541309089486,-0.026824698448044148,0.13999540556348852,-0.16945142671104993,-0.7765016626092673,-0.14308748585981226,0.04283202038879028,0.3352432611136052,-0.08863348892117412,0.007981836694528819,0.0018000329408647156,0.27036270422758923,0.27135118657007884,-0.2991144227288244,0.3270995886279203,-0.36737107130809854,1.2700775456591975,-0.05326499819499343,-0.12367484388243938,0.20918159222389393,-0.9742789763662463,-0.7364976915521992,0.8437293922209248,1.0329484769689248,-0.3430883190238893,0.10994656576331167,-0.15160159882716662
9.0,2.7232462955221295,-0.9388150921100515,0.8713435930225605,-0.060660574877796636,0.2617765818179202,0.5900004303172457,0.7613756025068614,-0.47350878571294697,0.006593064919227901,-0.02789775659199941,-0.027073137337081752,0.14076134984577432,-0.1692193737939978,-0.7763956365145938,-0.1436345945735162,0.04233811813240419,0.33535729643063367,-0.0889486820591737,0.007898429664361958,0.002768596382087811,0.27050481243770563,0.27100061926490004,-0.297442711180724,0.32637181468310966,-0.36636723664517284,1.2695231776001288,-0.05285062906858103,-0.12464640287910157,0.2101764469917867,-0.9739206262928977,-0.7366259139890676,0.846457155504245,1.0357123850499206,-0.3458899335221494,0.11062849306482683,-0.15110262079227965
10.0,2.7234193871420533,-0.9383205687739723,0.8716467206832101,-0.060406767544300285,0.2620520633367859,0.5915609843807994,0.760089034452019,-0.47370641242772354,0.006555021500610866,-0.029169778565277818,-0.026779624824094586,0.14483810651267906,-0.1679887864975246,-0.7744015127380546,-0.14757916586252534,0.03812236606507781,0.33529793898439614,-0.09109972376333228,0.00907220418401664,0.007311976860654263,0.27169470843443594,0.2698441981183865,-0.2887658619366912,0.3186404443541791,-0.3692934483204905,1.2646899512324308,-0.0450362507980674,-0.1221129302369118,0.21087515916419036,-0.9643469728084645,-0.7412527342603593,0.8508589793507111,1.0389416445163846,-0.3554731366837902,0.11671346642268311,-0.15672249654919054
11.0,2.723376626616272,-0.9382290441618136,0.8716620191583949,-0.06047947069874942,0.26201178833175987,0.591825089241562,0.7598915186679019,-0.47370649451587044,0.0063698973998585606,-0.029826490897264663,-0.027040230753706915,0.1450341432655078,-0.1678551592159038,-0.7741493465437616,-0.14798578807921367,0.03748350498891921,0.335238160784842,-0.09139114261912538,0.009205461554685502,0.007011432670294323,0.27221855851885635,0.2691623079221205,-0.2882034040748736,0.3183270942613628,-0.3696696899897694,1.264468952665856,-0.044878799273536225,-0.12199047438308167,0.2110774275404943,-0.9635892181648849,-0.7414337718594468,0.8507868405628985,1.0389146511423395,-0.3556093182659934,0.11670940430730589,-0.1569550343802964
12.0,2.7233896531257553,-0.938205279483735,0.8720964949610451,-0.06093917942040079,0.2622442774397019,0.5931392162098256,0.7587491189818223,-0.47424016429801114,0.009748071045629011,-0.027099917366025947,-0.02614063909394085,0.14615368700572107,-0.16950090662233247,-0.7724416405647649,-0.1498186399863553,0.03510300550355146,0.33480245489108174,-0.09109313489933593,0.011180615497263029,0.0060571357951901585,0.2736631810040991,0.26692307533656096,-0.27183495617300535,0.3097145881088211,-0.3714478899432457,1.2643020727512686,-0.04799480407586384,-0.12103474893187037,0.22085530214419213,-0.9429232036452379,-0.7367078950772302,0.815906458519119,1.0172765090760378,-0.3250886670682512,0.1138686541187336,-0.177075542973392
13.0,2.7231766968163544,-0.9371326803815409,0.8724281963805558,-0.06074673717660241,0.2599520683936922,0.5956636779119907,0.7575747744457961,-0.4711722381599698,0.010005770721178309,-0.031265457939975996,-0.02456268190406662,0.14638393754841875,-0.16945204589694393,-0.764150643966209,-0.1524996706041177,0.027942972503106726,0.337117599671041,-0.09783662818394351,0.01094648749141466,0.0035990076111406867,0.27671965710364166,0.26403409300881037,-0.25619209592920683,0.3026247672575385,-0.3628932454557633,1.2686385398988616,-0.03453913245553877,-0.10321131534911539,0.23034016416927583,-0.8985643950562008,-0.7022023359830499,0.699940169852356,1.0035711949591002,-0.22222326245982307,0.10408156699797046,-0.19201535057060604
14.0,2.723169208220962,-0.9372464134545089,0.8724754161560624,-0.062049959861565494,0.2605897472674752,0.594630526077426,0.7580615565751477,-0.47411690472526236,0.012449552026851145,-0.02948555248112021,-0.024384867410388547,0.1473829920252831,-0.16983675545828314,-0.7649442721974188,-0.1495088394627953,0.028541029183608076,0.331621597377552,-0.0926287558009777,0.010021800774270962,0.007937268387930583,0.27712625486450854,0.2605525448691929,-0.2545254920157328,0.3019407829614275,-0.361450063948419,1.2693375559881728,-0.03190168437530198,-0.09977034040842377,0.23147082251444615,-0.8926331497330398,-0.6965709757068973,0.6820346467337993,1.0021847760950777,-0.20658561344781134,0.10244544486041623,-0.1938430736305918
14.0,2.7232053168686714,-0.9372040758384301,0.8724609584187308,-0.06231993202190911,0.2608608058409733,0.5943178554435398,0.7581913694772418,-0.47471207346265937,0.012884190116240236,-0.028847516576326428,-0.02437097190882462,0.1472490522556343,-0.16990373652144544,-0.7654173718882833,-0.14889955227958673,0.028981019348646143,0.33068209699649265,-0.0918758260959101,0.009920124470202567,0.009282543327890126,0.2767901888934193,0.25951792209037977,-0.25440795939458033,0.3022113685744836,-0.3619063787453544,1.2692605756363613,-0.03190962115146892,-0.09971343165726035,0.23146980579080986,-0.8919922412002865,-0.6966246419533092,0.681468305517795,1.0019997275340335,-0.2065889600053962,0.10245393345824395,-0.19390205432574797
15.0,2.7218505715331847,-0.9345080316149813,0.872356353173794,-0.06127973894159085,0.2567111057569037,0.5944500084242281,0.759587644225967,-0.4690325445905631,0.012339895302669374,-0.031227368941272846,-0.016960565839141288,0.14682191539228423,-0.16829313903711612,-0.75902252152326,-0.14852953563339322,0.028612982333869934,0.3417052704816983,-0.100345045074995,0.010851481958332933,-0.00089058572199892,0.28323263107508917,0.2621098020946859,-0.2448260138535208,0.2970912766355701,-0.3525247660203358,1.2694044136034919,-0.03422188478560366,-0.09280540187712376,0.22472417065547362,-0.8573229837758616,-0.6988334420990377,0.5930962454948062,0.9500389581953982,-0.15294434085637187,0.08630538100777782,-0.222430381910399
15.0,2.721893937144446,-0.9348312256037127,0.8723612118806255,-0.0623836973258562,0.25753718868355935,0.5932612647693761,0.7601473162993906,-0.47173448800358075,0.014484922106356804,-0.02901526401391617,-0.01707354965249707,0.14751983397198934,-0.16870378863714136,-0.760780464377179,-0.1456921562305086,0.03012150839806666,0.3369637417708331,-0.09520303317786792,0.010212591032643832,0.003314889927636744,0.2832215435258649,0.2594936259704613,-0.2450590632074324,0.29718422396573213,-0.35304789263073405,1.2693425433823007,-0.03427496608673927,-0.0927312331391914,0.22466979069114168,-0.8566660580116742,-0.6993390726251476,0.5923385123278542,0.9493736104611785,-0.15305557684245047,0.08660452946446794,-0.22234202042109924
16.0,2.720673522073762,-0.9327401711690873,0.8721774172153494,-0.06373584861005163,0.2559042975508968,0.5921778347876504,0.7614303277931277,-0.4715317788047517,0.015572241461418068,-0.027687886398723587,-0.010671691415319873,0.14442186088361844,-0.16958509928251567,-0.7585827880962563,-0.14125357163064114,0.032930155241920084,0.33789754453915927,-0.09594235351288577,0.010846393650767635,-0.002239593015624397,0.2835644280854258,0.25633389823921704,-0.2382603820717625,0.29061274450076496,-0.3462548731766101,1.2788481676079246,-0.015949256291360837,-0.09036680237583201,0.21670204664966794,-0.8576800444323789,-0.7143908408929488,0.5616713713027783,0.9281396984065735,-0.1508283282598487,0.07330777146597033,-0.24712720071999286
17.0,2.7202921033029184,-0.9302821813938812,0.8719741652278838,-0.062148168074715175,0.25208853045296203,0.593265277270897,0.7619877222132319,-0.46647853702895725,0.014204276607521778,-0.028504341103945008,-0.00567085775829777,0.13835424154210987,-0.16770903868943043,-0.7536846178488977,-0.14199181836270694,0.03130903016013225,0.3449869679329639,-0.10120312501960634,0.011246105897614558,-0.012086320952301534,0.2842210940397443,0.259647024172367,-0.2326537266641549,0.29092432785734934,-0.3431850574399762,1.277143987409511,-0.010390197276772399,-0.08858086844952917,0.2191113301705335,-0.8379423529180847,-0.7128634769866431,0.5024854524367747,0.8744339120789582,-0.1062575289872752,0.061432728407358216,-0.25919475058249075
18.0,2.719986745145477,-0.9282736702373082,0.8717513239389437,-0.06320011859846231,0.25107885839253574,0.59153487170588,0.7635781868501416,-0.46931875461759615,0.01689023083333074,-0.023047918139515775,1.1231847551354188e-05,0.13272378314399896,-0.16649297919585565,-0.7549342228630367,-0.13837111816737296,0.03428437189869123,0.3409354419979626,-0.09477329916876925,0.011927300150723052,-0.013338625071033136,0.2845494571302792,0.25793873674767087,-0.22643558478426268,0.29210104505962087,-0.3378771663469978,1.2651254853879041,-0.00978378584894683,-0.09463650230996949,0.2139981153173096,-0.8377560446502779,-0.7407469059494107,0.5041218406027634,0.8011519180943919,-0.1291354718296513,0.05453118597519177,-0.27395325201586807
18.0,2.7200200087997732,-0.9282443152625787,0.8717503536549932,-0.06324828998769512,0.25106248900638417,0.5913323355192687,0.7637364397466435,-0.4693080231811072,0.017241629416571494,-0.022586814834852267,0.0003951885450905806,0.13219764612083582,-0.16653913853729435,-0.7548563663193957,-0.13790279433810354,0.034611441277495485,0.3406838928328705,-0.09457511477304784,0.011873260275413758,-0.01226190696679283,0.2847324397883552,0.25752553180440696,-0.22619998233577102,0.29195352831944893,-0.3384529814293275,1.2648546334332527,-0.009758024230379258,-0.09449774942545781,0.2139323789917095,-0.836053133817358,-0.7417258902097126,0.5031263950517457,0.7990430997906967,-0.12936995809839302,0.05572626289300258,-0.27363806558631565
19.0,2.721148139031732,-0.9272316403257942,0.8717035572602972,-0.0629516630786013,0.24959904600678717,0.5910283065775773,0.764475601423735,-0.4665836930460432,0.016750389207682535,-0.021096062570109427,0.00611621500257883,0.12351923239612692,-0.16997691463436768,-0.7509482908455206,-0.13851601368938138,0.0347756613652465,0.34359795700943324,-0.10030176083235737,0.015392665092790492,-0.02177173742098548,0.27618314946768585,0.25755497481336403,-0.22375052062998088,0.2930309291812141,-0.34189016238879083,1.2672922949621779,0.01845392374279604,-0.09176605443697283,0.20174961160495664,-0.8786508981620096,-0.7896286373034099,0.5464294653385331,0.7377017781620654,-0.18686867920670494,0.05318182225707024,-0.2927471523725856
19.0,2.721148599718816,-0.927639654420667,0.87173332788374,-0.06401329070306838,0.25030013580312144,0.590031365873448,0.7649281848094089,-0.46934102914761094,0.018795784784083003,-0.019350166270577597,0.006093195542158915,0.1244735891652953,-0.1703685908569479,-0.7524463477931999,-0.13593026379784554,0.03590904831167789,0.33879216336543544,-0.09500370109270742,0.014787758570095712,-0.019040962268891872,0.27698728684953017,0.2559073261699677,-0.22433706065351283,0.2924368169003343,-0.341274289253085,1.2674357037674746,0.01861082239955212,-0.0917515104728994,0.2017587188659335,-0.8797144374594184,-0.7900027798929754,0.547141113669967,0.7375787342208882,-0.1867904874412748,0.05349475722254686,-0.29261360816266224
20.0,2.7220326680883646,-0.9269740494022102,0.87156737178894,-0.06496702977065517,0.25021993614369503,0.5868664803276088,0.7673050259622369,-0.4709860792757764,0.023593633856931535,-0.014328998111577033,0.00712479547388908,0.12140519126327615,-0.17281067573874184,-0.7530593302924283,-0.12980383648603375,0.036917561331618005,0.33505661705893147,-0.09063258968196576,0.014261286247289038,-0.026021635406773075,0.26722866776591714,0.25486280203787837,-0.22104126784179615,0.3007112549788897,-0.34065338439097065,1.2707475119070881,0.019380000195069254,-0.08870428483540467,0.20967785081804005,-0.8963638425476218,-0.8003906436969817,0.5374732613692478,0.6951545412387428,-0.16434018398914957,0.04401498901804543,-0.315886365255619
21.0,2.7221602940444733,-0.9265496693059356,0.8714732152853985,-0.06502528391656366,0.2500441079426415,0.5852294763373714,0.7686066071538975,-0.470868728605837,0.025699070680146836,-0.01148596683024242,0.006974062256658858,0.12035592688454115,-0.17329690205506454,-0.7533339241014433,-0.12703339508184464,0.03790080679688676,0.33386397846665256,-0.08870187125393972,0.013609686370129248,-0.028676513382247724,0.2627918024154228,0.2554782624652824,-0.21931225246164962,0.3047064870842847,-0.33895526852789987,1.2710337359605455,0.015923336202571,-0.08884447457528749,0.21459466696248783,-0.8993917183336733,-0.8031070282826144,0.5315073540283322,0.6799625130750446,-0.15321348961067283,0.040813445994208136,-0.32621139546805483
21.0,2.7221789292012066,-0.9265659694801457,0.8714725745362764,-0.0649659831955578,0.25004914601771333,0.585047001238125,0.7687488874434387,-0.47066359657081136,0.02580894891509471,-0.01101193383939097,0.006977588238890992,0.12025179071440473,-0.17332317638164485,-0.7533315230138476,-0.12679082798568939,0.03833230383384449,0.3338019451473821,-0.08856487869969218,0.013574991364966475,-0.028168034996533083,0.2624626540232335,0.2555342876547242,-0.21929568054110785,0.30485729608145845,-0.33907252049067055,1.2709865569081737,0.015898712316137553,-0.0888276185457049,0.2145926550926206,-0.8990254847519379,-0.80319324605207,0.5311999622499461,0.6795468764231076,-0.15315788504115974,0.0410452322576304,-0.32620900058128227
22.0,2.721623660618461,-0.9248637746146372,0.8711533548656479,-0.06481748199328893,0.2496946044829926,0.5815405959628268,0.7715321339823328,-0.4737675528127458,0.028367031248939897,-0.0070792260075867985,0.009487074697436267,0.11763505469019077,-0.17175831560327234,-0.7558571096640918,-0.1190723729352502,0.04321363008843584,0.3320248961724605,-0.08245714931791973,0.0116008884750645,-0.03572429653229468,0.2564457861236537,0.255879144399957,-0.21963522268922359,0.31128035714812535,-0.32860242365391595,1.2657016196057664,0.015615406806050893,-0.0907598032778246,0.21673784799702034,-0.8924665851996318,-0.8042844355683602,0.49630312973400814,0.6317013859837451,-0.12323134775602636,0.03252564495390963,-0.3365123224038113
22.0,2.7216747388074087,-0.9248818723103891,0.8711307516379083,-0.06467801729071385,0.24977570342064914,0.5811447919507313,0.7718157700180812,-0.47349495739697095,0.02849665537103091,-0.006042639380682991,0.009678740790345744,0.11725362956673394,-0.1717984262548095,-0.7561432148986124,-0.11864125513970022,0.044203481795828524,0.33231042252245196,-0.08245871116280742,0.011515906593800293,-0.03409470446904606,0.25527308070229054,0.2555483457800598,-0.21947911434134487,0.3120870707470216,-0.3293844470315177,1.2654273050132852,0.01559515421314211,-0.09061891174823311,0.21659993646589415,-0.8903591278887186,-0.8046477149199253,0.49443458703822013,0.6298861157445291,-0.12329726548118287,0.03338258585790509,-0.336274176940554
23.0,2.7207875794513954,-0.9224519020613771,0.8708626446342161,-0.06325525451710985,0.24867038135882263,0.5793252602390846,0.773656291294623,-0.47164017084429055,0.02618000331320916,-0.00860613134070388,0.013447768420979597,0.11314478070985236,-0.17117653630042895,-0.754733654747034,-0.11411439602919525,0.049823795783223705,0.3374257927560678,-0.0865735235845567,0.011642480881428979,-0.039300667768411054,0.25167461621803067,0.2559313454442836,-0.22278748222672012,0.31578732557909883,-0.32360517824266766,1.261255896832568,0.0219494207919092,-0.09515594155170093,0.21077208136820513,-0.909486836127575,-0.8275382257875626,0.510532544216178,0.611656528032385,-0.299653537106445,0.2996286820207589,-0.21807232101398538
24.0,2.720540741437231,-0.9211379906088455,0.8706988973616772,-0.06349520698649669,0.24983924300602084,0.5766786242536672,0.7752357548983523,-0.47626764946092187,0.026449631975888482,-0.008690878247014838,0.015666594328739798,0.10811452707213802,-0.17236007981929785,-0.7570660742180372,-0.10667949189734448,0.057408030023308645,0.3328546812112658,-0.08095564619080332,0.011033692343038793,-0.0351170338077054,0.24733097632244722,0.24909185164901945,-0.22487363959986112,0.3147046144029779,-0.3179468310362872,1.2593920234776181,0.03732149727056163,-0.09279494714226495,0.21042248028642754,-0.9513441690072068,-0.8433332556815109,0.5427528143183139,0.6163218818943573,-0.31991889250197253,0.3329315102968547,-0.19901724548031804
24.0,2.7205931068885736,-0.9211522165408252,0.8706522227694119,-0.06369797288552818,0.25016262935019395,0.5762605472295318,0.775425695236876,-0.47704856941525314,0.02688884793557686,-0.007716759092309605,0.016099133063744723,0.10765542190007385,-0.1724487760264662,-0.7580133477771366,-0.10597494988267932,0.05825320284558305,0.3326460651491119,-0.08042362061408226,0.010902911121656655,-0.03531590919933461,0.24800508362768695,0.2493468041444463,-0.22524954051763493,0.3136269743244736,-0.3163800258494434,1.2594385848047187,0.037637845329542445,-0.09270177491499242,0.21047400590448476,-0.9542756478209098,-0.84315836110957,0.5451902914819132,0.6169244500787467,-0.3198982178986322,0.3335181146540316,-0.1985166273087341
25.0,2.720126576891337,-0.9193053137179952,0.870212230991664,-0.06318694857656842,0.24979369708215196,0.5762477563159104,0.7755959268642991,-0.48130724198020297,0.02559452504063388,-0.007876894571386895,0.022082719871300095,0.10295512788170365,-0.17053524357729363,-0.7612440271129541,-0.1029178482183986,0.05916314095756974,0.3362737151769125,-0.07969888168155895,0.010405209564455656,-0.03311757383729063,0.252822235179998,0.2454317787187148,-0.22711306551858965,0.3052456599610339,-0.31791640723245884,1.2570518651760032,0.0334384729995116,-0.07567246833658442,0.1992862213304271,-0.9693016897273589,-0.8134706850426074,0.4896826608953578,0.5885578979307015,-0.4162514261872241,0.3725956876990974,-0.18716888078714006
25.0,2.720174746814221,-0.9193069371919462,0.8701602275497601,-0.06308285597589224,0.2498807829045427,0.5761770938107015,0.7756288443481146,-0.4815208453092349,0.02543887258059769,-0.007653230415162244,0.022687243168529363,0.10241811160151826,-0.17057901233185188,-0.7618368527323683,-0.10297080638299565,0.05947280393603283,0.33741343744350955,-0.08041343865398203,0.010334854820978097,-0.03220560565701873,0.2513903628897261,0.24513544659775685,-0.22719365261795993,0.30657259074331505,-0.31870766426678415,1.2567404245739155,0.03333390513045273,-0.07527077460205542,0.19906533449550487,-0.9667682306055903,-0.8133177319808053,0.48631915200583437,0.585803308702446,-0.4190668163808995,0.37408942852260935,-0.18471919493533803
26.0,2.7186954886635797,-0.9178597238476786,0.8695883186217523,-0.06306953202729401,0.24990178811992186,0.5761865978643119,0.7756161001847975,-0.48551001515058595,0.024140410392502195,-0.007024840510642505,0.02750928765598119,0.10166284992282197,-0.16849831235011567,-0.7680041831427632,-0.10342225706865006,0.058943186406629905,0.3440320740392917,-0.08117191660050595,0.00974052710055388,-0.029382126100852134,0.2586681964910427,0.24392826456542827,-0.22874843591982935,0.3014290707590205,-0.31980105442750495,1.2515454900512497,0.030160484068270453,-0.07083375170989814,0.18979489819371245,-0.9721257559031474,-0.8056666342370872,0.4553038507063548,0.5491764176015204,-0.4577350566254111,0.3911428532513047,-0.2122305948876538
